8.3955E+17,8.3955E+17,@PressSec sounds so defensive  &amp; combative whenever he is asked a question by the press. Why is that? #Sad,Wed Mar 08 18:55:54 +0000 2017,FALSE,0,0,FALSE
8.3955E+17,8.39497E+17,"RT @daveweigel: Hypocrisy and politics go hand in hand, but the ""no time for CBO score, go go go"" approach to AHCA really betrays 7 years o…",Wed Mar 08 15:24:03 +0000 2017,TRUE,2543,0,TRUE
8.3955E+17,8.39497E+17,RT @DavidCornDC: This may be outrageous. It is not surprising. No one should pretend it is. https://t.co/lA5GSpZByT,Wed Mar 08 15:23:30 +0000 2017,TRUE,1412,0,TRUE
8.3955E+17,8.39497E+17,RT @DavidCornDC: If only we could catch Trump on video saying what he really thinks about women!,Wed Mar 08 15:23:08 +0000 2017,TRUE,2290,0,TRUE
8.39546E+17,8.39546E+17,#Cheers &amp; #Happy #InternationalWomensDay from all of us at #Columbia Wine Co.  #love #respect #wine #dranks… https://t.co/2m2KOqMb2c,Wed Mar 08 18:38:51 +0000 2017,FALSE,0,3,TRUE
8.3956E+17,8.3956E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/BIWamXkmyQ,Wed Mar 08 19:35:13 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.3956E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/BaWUPrc5ui,Wed Mar 08 19:33:36 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39559E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/o7k6KpTyBj,Wed Mar 08 19:31:58 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39559E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/QEWOt9kEE5,Wed Mar 08 19:29:56 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39558E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/kArvuDcmaI,Wed Mar 08 19:27:34 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39557E+17,#happy #wednesday #evening with #fashion #elegance #style #design in #black &amp; #white made by… https://t.co/tX6kLP2dFJ,Wed Mar 08 19:24:30 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39453E+17,Sandhy Sondoro &amp; Bastian Lee Jones on Radio Paradiso 98.2 for Berlin oncert on 19th of March https://t.co/qOhQ5L4qOG,Wed Mar 08 12:27:31 +0000 2017,FALSE,0,1,TRUE
8.3956E+17,8.39407E+17,The Chemical Brothers - Galvanize https://t.co/vUwczAbKfW via @YouTube,Wed Mar 08 09:26:26 +0000 2017,FALSE,0,0,TRUE
8.3956E+17,8.39407E+17,The Chemical Brothers - Go https://t.co/UtUWIF7Y0G via @YouTube,Wed Mar 08 09:25:32 +0000 2017,FALSE,0,0,TRUE
8.39591E+17,8.39591E+17,Bye bye #newyork ???? Thanks for everything ??#travel #newyorkcity #happy @ John F. Kennedy… https://t.co/Wq4pNFShI6,Wed Mar 08 21:39:32 +0000 2017,FALSE,0,1,TRUE
8.39591E+17,8.39591E+17,Never a dull night in #dc - #happy #instagood #instalike #instadaily #photooftheday #igers… https://t.co/NbBCwl7nSE,Wed Mar 08 21:38:27 +0000 2017,FALSE,0,0,TRUE
8.39587E+17,8.39587E+17,Natural lighting ????•••#internationalwomensday #happy #smile #snapchat #ombre #latergram… https://t.co/SwwZfrRSnb,Wed Mar 08 21:22:25 +0000 2017,FALSE,0,0,TRUE
8.39587E+17,8.39587E+17,Sretan 8mi MartHappy International Women's Day #happy #InternationalWomensDay #sretan8mimart #womensday https://t.co/QpSLuSAC5Z,Wed Mar 08 21:21:16 +0000 2017,FALSE,0,14,TRUE
8.39612E+17,8.39612E+17,Roller Luggage: How Does It Work. Now playing on the E Train. #SAD,Wed Mar 08 22:59:32 +0000 2017,FALSE,0,0,TRUE
8.39611E+17,8.39611E+17,The Sun is Shinning On Me ???????????? #happy #love #family #thanksgod… https://t.co/uxCwdm5ilW,Wed Mar 08 22:58:28 +0000 2017,FALSE,0,0,TRUE
